checkpoint,arch,attack,eps,alpha,mode,clean_accuracy,robust_accuracy,clean_correct,robust_correct,total,load_target,load_variant,missing_keys,unexpected_keys,state_dict_keys,device,seconds,status,error
models/cifar100/Linf/ResNet_LipReg_AA.pt,lipreg_aa,fgsm,8.0,8.0,zero,0.668800,0.248700,6688,2487,10000,wrapper,as_saved,,,328,cuda,5.727,ok,
models/cifar100/Linf/ResNet_LipReg_AA.pt,lipreg_aa,fgsm,4.0,4.0,zero,0.668800,0.344400,6688,3444,10000,wrapper,as_saved,,,328,cuda,5.703,ok,
models/cifar100/Linf/WideResNet-AT.pt,wideresnet,fgsm,8.0,8.0,zero,0.664900,0.249100,6649,2491,10000,wrapper,as_saved,,,553,cuda,34.427,ok,
models/cifar100/Linf/WideResNet-AT.pt,wideresnet,fgsm,4.0,4.0,zero,0.664900,0.386000,6649,3860,10000,wrapper,as_saved,,,553,cuda,34.471,ok,
models/cifar100/Linf/WideResNet.pt,wideresnet,fgsm,8.0,8.0,zero,0.730800,0.119900,7308,1199,10000,wrapper,as_saved,,,553,cuda,34.529,ok,
models/cifar100/Linf/WideResNet.pt,wideresnet,fgsm,4.0,4.0,zero,0.730800,0.171000,7308,1710,10000,wrapper,as_saved,,,553,cuda,34.530,ok,
models/cifar100/Linf/WideResNet_LipReg-AT.pt,wideresnet_lipreg_aa,fgsm,8.0,8.0,zero,0.563600,0.314400,5636,3144,10000,wrapper,as_saved,,,557,cuda,80.006,ok,
models/cifar100/Linf/WideResNet_LipReg-AT.pt,wideresnet_lipreg_aa,fgsm,4.0,4.0,zero,0.563600,0.399500,5636,3995,10000,wrapper,as_saved,,,557,cuda,80.007,ok,
models/cifar100/Linf/WideResNet_LipReg-TRADES.pt,wideresnet_lipreg_aa,fgsm,8.0,8.0,zero,0.642200,0.164200,6422,1642,10000,wrapper,as_saved,,,557,cuda,80.006,ok,
models/cifar100/Linf/WideResNet_LipReg-TRADES.pt,wideresnet_lipreg_aa,fgsm,4.0,4.0,zero,0.642200,0.301700,6422,3017,10000,wrapper,as_saved,,,557,cuda,80.044,ok,
