checkpoint,arch,attack,eps,alpha,mode,clean_accuracy,robust_accuracy,clean_correct,robust_correct,total,load_target,load_variant,missing_keys,unexpected_keys,state_dict_keys,device,seconds,status,error
models/cifar10/Linf/ResNet_LipReg_AA.pt,lipreg_aa,fgsm,8.0,8.0,zero,0.931700,0.365800,9317,3658,10000,wrapper,as_saved,,,328,cuda,5.824,ok,
models/cifar10/Linf/ResNet_LipReg_AA.pt,lipreg_aa,fgsm,4.0,4.0,zero,0.931700,0.554200,9317,5542,10000,wrapper,as_saved,,,328,cuda,5.728,ok,
models/cifar10/Linf/WideResNet-AT.pt,wideresnet,fgsm,8.0,8.0,zero,0.905800,0.470000,9058,4700,10000,wrapper,as_saved,,,553,cuda,34.252,ok,
models/cifar10/Linf/WideResNet-AT.pt,wideresnet,fgsm,4.0,4.0,zero,0.905800,0.675000,9058,6750,10000,wrapper,as_saved,,,553,cuda,34.262,ok,
models/cifar10/Linf/WideResNet_LipReg-AT.pt,wideresnet_lipreg_aa,fgsm,8.0,8.0,zero,0.895700,0.493600,8957,4936,10000,wrapper,as_saved,,,557,cuda,79.161,ok,
models/cifar10/Linf/WideResNet_LipReg-AT.pt,wideresnet_lipreg_aa,fgsm,4.0,4.0,zero,0.895700,0.680700,8957,6807,10000,wrapper,as_saved,,,557,cuda,79.174,ok,
models/cifar10/Linf/WideResNet_LipReg-TRADES.pt,wideresnet_lipreg_aa,fgsm,8.0,8.0,zero,0.911800,0.121200,9118,1212,10000,wrapper,as_saved,,,557,cuda,79.061,ok,
models/cifar10/Linf/WideResNet_LipReg-TRADES.pt,wideresnet_lipreg_aa,fgsm,4.0,4.0,zero,0.911800,0.342000,9118,3420,10000,wrapper,as_saved,,,557,cuda,79.095,ok,
models/cifar10/Linf/WideResNet_LipReg.pt,wideresnet_lipreg_aa,fgsm,8.0,8.0,zero,0.895700,0.493600,8957,4936,10000,wrapper,as_saved,,,557,cuda,79.189,ok,
models/cifar10/Linf/WideResNet_LipReg.pt,wideresnet_lipreg_aa,fgsm,4.0,4.0,zero,0.895700,0.680700,8957,6807,10000,wrapper,as_saved,,,557,cuda,79.202,ok,
